,name,frame,left_count,right_count,536
0,PD5-15,19553,1,0,
1,PD5-15,19572,1,0,
2,PD5-15,20438,1,0,
3,PD5-15,20455,1,0,
4,PD5-15,21132,1,0,
5,PD5-15,21144,1,1,
6,PD5-15,26682,1,0,
7,PD5-15,26698,1,0,
8,PD5-15,26714,1,0,
9,PD5-15,31631,1,0,
10,PD5-15,32990,1,0,
11,PD5-15,33013,1,1,
12,PD5-15,34001,1,0,
13,PD5-15,34015,0,1,
14,PD5-15,34045,1,0,
