,name,frame,left_count,right_count,583
0,PD5-16,4162,1,0,
1,PD5-16,4557,1,0,
2,PD5-16,10273,1,0,
3,PD5-16,12304,1,1,
4,PD5-16,12486,1,0,
5,PD5-16,13034,1,0,
6,PD5-16,16969,1,0,
7,PD5-16,17778,1,0,
8,PD5-16,18209,1,0,
9,PD5-16,20172,1,0,
10,PD5-16,20591,1,0,
11,PD5-16,22873,1,0,
12,PD5-16,23386,1,0,
13,PD5-16,23718,1,0,
14,PD5-16,23740,1,0,
15,PD5-16,24288,1,0
16,PD5-16,25413,1,0
17,PD5-16,26213,1,0
18,PD5-16,26655,1,0
19,PD5-16,27057,1,0
20,PD5-16,27125,1,0
21,PD5-16,27979,1,0
22,PD5-16,28721,1,0
23,PD5-16,29336,1,0
24,PD5-16,30096,1,0
25,PD5-16,30341,1,0
26,PD5-16,30403,0,1
27,PD5-16,30604,1,0
28,PD5-16,31636,1,0
29,PD5-16,32423,1,1
30,PD5-16,32692,1,0
31,PD5-16,33192,1,0
32,PD5-16,34469,1,0
33,PD5-16,35442,1,0
