,name,frame,left_count,right_count,616
0,PD5-02,4735,1,0,
1,PD5-02,5127,1,0,
2,PD5-02,5159,0,1,
3,PD5-02,5204,1,0,
4,PD5-02,14521,1,0,
5,PD5-02,15585,1,0,
6,PD5-02,15697,1,0,
7,PD5-02,16491,1,0,
8,PD5-02,19859,1,0,
9,PD5-02,25408,1,0,
10,PD5-02,25424,0,1,
11,PD5-02,27778,0,1,
12,PD5-02,31411,0,1,
13,PD5-02,32371,1,0,
14,PD5-02,33873,1,1,
15,PD5-02,34332,1,0
