,name,frame,left_count,right_count,548
0,PD5-10,7503,1,0,
1,PD5-10,25675,1,0,
2,PD5-10,25691,0,1,
3,PD5-10,25713,1,0,
4,PD5-10,30319,1,0,
5,PD5-10,32754,1,0,
6,PD5-10,33126,1,0,
7,PD5-10,33141,1,0,
8,PD5-10,33198,0,1,
