,name,frame,left_count,right_count,448
0,PD5-05,26827,1,0,
1,PD5-05,26896,0,1,
2,PD5-05,29447,1,0,
3,PD5-05,33595,1,0,
4,PD5-05,33614,1,0,
5,PD5-05,34260,1,0,
6,PD5-05,34280,0,1,
