,name,frame,left_count,right_count,508
0,PD5-17,3151,1,0,
1,PD5-17,4660,1,0,
2,PD5-17,5825,1,0,
3,PD5-17,9143,1,0,
4,PD5-17,12017,1,0,
5,PD5-17,12086,1,0,
6,PD5-17,12884,1,0,
7,PD5-17,13613,1,0,
8,PD5-17,16402,1,0,
9,PD5-17,19482,1,0,
10,PD5-17,19845,1,0,
11,PD5-17,20727,1,1,
12,PD5-17,21755,1,0,
13,PD5-17,21832,0,1,
14,PD5-17,21871,1,0,
15,PD5-17,21917,0,1
16,PD5-17,23411,1,0
17,PD5-17,24147,1,0
18,PD5-17,24707,1,0
19,PD5-17,24785,1,0
20,PD5-17,24852,1,0
21,PD5-17,24896,1,0
22,PD5-17,24939,1,1
23,PD5-17,25035,1,0
24,PD5-17,28748,1,0
25,PD5-17,28759,1,0
26,PD5-17,30923,1,0
27,PD5-17,31290,1,0
28,PD5-17,32300,1,0
29,PD5-17,32981,1,0
30,PD5-17,33053,1,0
31,PD5-17,34054,1,0
32,PD5-17,34268,1,0
33,PD5-17,34406,1,0
34,PD5-17,34978,1,0
