,name,frame,left_count,right_count,447
0,PD5-11,4582,0,1,
1,PD5-11,6211,0,1,
2,PD5-11,7720,0,1,
3,PD5-11,7757,0,1,
4,PD5-11,8027,0,1,
5,PD5-11,10871,1,0,
6,PD5-11,10894,0,1,
7,PD5-11,11676,1,0,
8,PD5-11,11696,0,1,
9,PD5-11,17507,1,0,
10,PD5-11,17596,0,1,
11,PD5-11,19239,1,0,
12,PD5-11,19564,1,0,
13,PD5-11,21151,1,1,
14,PD5-11,23178,1,0,
15,PD5-11,34435,0,1
16,PD5-11,35135,1,1
17,PD5-11,35948,1,0
