,name,frame,left_count,right_count,529
0,PD5-08,13844,1,0,
1,PD5-08,13862,1,0,
2,PD5-08,28712,1,0,
3,PD5-08,31935,1,0,
4,PD5-08,32014,0,1,
5,PD5-08,32247,1,0,
