,name,frame,left_count,right_count,453
0,PD5-03,4060,0,1,
1,PD5-03,8419,0,1,
2,PD5-03,8451,1,0,
3,PD5-03,8661,0,1,
4,PD5-03,10505,0,1,
5,PD5-03,12533,1,0,
6,PD5-03,13017,1,0,
7,PD5-03,15005,1,1,
8,PD5-03,16211,1,1,
9,PD5-03,16505,1,1,
10,PD5-03,17502,1,0,
11,PD5-03,17861,0,1,
12,PD5-03,18025,0,1,
13,PD5-03,18083,1,0,
14,PD5-03,18594,0,1,
15,PD5-03,19313,1,0
16,PD5-03,20529,0,1
17,PD5-03,21054,1,0
18,PD5-03,21077,0,1
19,PD5-03,21131,1,0
20,PD5-03,21677,1,1
21,PD5-03,26040,1,1
22,PD5-03,26275,1,1
23,PD5-03,27045,1,0
24,PD5-03,27808,0,1
25,PD5-03,28289,0,1
26,PD5-03,28439,0,1
27,PD5-03,29316,1,1
28,PD5-03,30426,1,0
29,PD5-03,33549,1,1
30,PD5-03,34465,1,1
