,name,frame,left_count,right_count,929
0,PD5-01,7390,1,1,
1,PD5-01,9298,0,1,
2,PD5-01,9320,1,0,
3,PD5-01,9973,1,0,
4,PD5-01,13000,1,1,
5,PD5-01,13454,1,1,
6,PD5-01,14540,1,1,
7,PD5-01,14638,1,0,
8,PD5-01,14666,1,0,
9,PD5-01,18067,1,1,
10,PD5-01,18703,1,0,
11,PD5-01,20287,1,1,
12,PD5-01,21190,1,1,
13,PD5-01,21422,1,1,
14,PD5-01,24137,0,1,
15,PD5-01,30038,1,0
16,PD5-01,30560,1,0
17,PD5-01,30604,0,1
18,PD5-01,31566,0,1
19,PD5-01,32360,0,1
20,PD5-01,33747,0,1
