,name,frame,left_count,right_count,943
0,PD5-23,4752,1,0,
1,PD5-23,4786,1,0,
2,PD5-23,17248,1,0,
3,PD5-23,17272,1,0,
4,PD5-23,18092,1,0,
5,PD5-23,21489,1,1,
6,PD5-23,21749,1,1,
