,name,frame,left_count,right_count,1057
0,PD5-20,21822,0,1,
1,PD5-20,26035,0,1,
2,PD5-20,26079,1,0,
3,PD5-20,26139,0,1,
4,PD5-20,33060,0,1,
5,PD5-20,33146,1,0,
6,PD5-20,33773,1,0,
7,PD5-20,33826,1,1,
