,name,frame,left_count,right_count,1437
0,PD06-04,22444,1,1,
1,PD06-04,22570,0,1,
2,PD06-04,22640,1,0,
3,PD06-04,22773,1,0,
4,PD06-04,23659,1,0,
5,PD06-04,25656,1,1,
6,PD06-04,29235,1,1,
7,PD06-04,30728,1,1,
8,PD06-04,30785,1,0,
