,name,frame,left_count,right_count,1053
0,PD06-03,1190,1,0,
1,PD06-03,6301,1,0,
2,PD06-03,8778,1,0,
3,PD06-03,8823,0,1,
4,PD06-03,8849,1,0,
5,PD06-03,8975,1,0,
6,PD06-03,10301,1,1,
7,PD06-03,15204,1,0,
8,PD06-03,15224,0,1,
9,PD06-03,15226,1,0,
10,PD06-03,15292,1,0,
11,PD06-03,15321,1,0,
12,PD06-03,15404,1,1,
13,PD06-03,15459,1,0,
14,PD06-03,18504,0,1,
15,PD06-03,18533,1,0
16,PD06-03,18556,0,1
17,PD06-03,18577,1,0
18,PD06-03,19913,1,0
19,PD06-03,19937,0,1
20,PD06-03,19957,1,0
21,PD06-03,20472,1,0
22,PD06-03,20502,0,1
23,PD06-03,20522,1,0
24,PD06-03,20535,0,1
25,PD06-03,22800,1,0
26,PD06-03,22826,0,1
27,PD06-03,22842,1,0
28,PD06-03,22910,0,1
29,PD06-03,28135,1,0
30,PD06-03,28252,1,1
31,PD06-03,28400,1,0
32,PD06-03,29682,1,0
33,PD06-03,29849,0,1
34,PD06-03,29883,1,0
