,name,frame,left_count,right_count,894
0,PD5-24,20431,0,1,
1,PD5-24,20536,1,0,
2,PD5-24,20751,0,1,
3,PD5-24,21171,0,1,
4,PD5-24,21203,1,0,
5,PD5-24,23650,0,1,
6,PD5-24,23674,1,0,
7,PD5-24,23779,1,1,
8,PD5-24,23894,0,1,
9,PD5-24,25605,0,1,
10,PD5-24,25683,0,1,
11,PD5-24,26376,0,1,
12,PD5-24,26414,0,1,
13,PD5-24,35757,0,1,
14,PD5-24,35797,1,0,
15,PD5-24,35861,0,1
