,name,frame,left_count,right_count,1165
0,PD5-06,6,0,1,
1,PD5-06,48,1,0,
2,PD5-06,68,0,1,
3,PD5-06,419,0,1,
4,PD5-06,643,0,1,
5,PD5-06,1022,0,1,
6,PD5-06,1319,0,1,
7,PD5-06,10354,1,1,
8,PD5-06,12872,0,1,
9,PD5-06,12945,1,0,
10,PD5-06,13023,1,0,
11,PD5-06,15771,1,0,
12,PD5-06,31007,1,0,
13,PD5-06,31700,1,1,
