,name,frame,left_count,right_count,946
0,PD5-11,6350,0,1,
1,PD5-11,9406,1,0,
2,PD5-11,10101,1,0,
3,PD5-11,15856,0,1,
4,PD5-11,16684,1,1,
5,PD5-11,19503,1,0,
6,PD5-11,22051,0,1,
7,PD5-11,26290,1,0,
8,PD5-11,30250,0,1,
9,PD5-11,32239,1,0,
10,PD5-11,35377,0,1,
