,name,frame,left_count,right_count,976
0,PD5-13,643,0,1,
1,PD5-13,675,1,0,
2,PD5-13,1167,0,1,
3,PD5-13,1226,1,0,
4,PD5-13,2189,1,0,
5,PD5-13,2217,1,0,
6,PD5-13,2361,1,0,
7,PD5-13,17388,1,1,
8,PD5-13,18894,1,0,
9,PD5-13,18925,0,1,
10,PD5-13,19991,1,1,
11,PD5-13,28696,1,1,
12,PD5-13,29188,1,0,
13,PD5-13,29226,1,1,
14,PD5-13,30993,1,1,
15,PD5-13,32072,1,1
16,PD5-13,35189,1,1
17,PD5-13,35258,0,1
