,name,frame,left_count,right_count,1073
0,PD5-04,1888,0,1,
1,PD5-04,1920,1,0,
2,PD5-04,1992,1,1,
3,PD5-04,2022,1,0,
4,PD5-04,4890,1,0,
5,PD5-04,8886,1,0,
6,PD5-04,15961,1,0,
7,PD5-04,23205,1,0,
8,PD5-04,30836,1,0,
9,PD5-04,30909,1,0,
10,PD5-04,30939,1,0,
11,PD5-04,31090,1,0,
12,PD5-04,32459,1,0,
13,PD5-04,33056,1,0,
14,PD5-04,33436,1,0,
15,PD5-04,33958,1,0
16,PD5-04,34066,0,1
17,PD5-04,35186,1,0
18,PD5-04,35248,1,0
19,PD5-04,35481,1,0
