,name,frame,left_count,right_count,1290
0,PD06-06,9891,1,0,
1,PD06-06,9905,1,0,
2,PD06-06,9945,1,0,
3,PD06-06,9964,1,0,
4,PD06-06,10364,1,0,
5,PD06-06,10412,1,0,
6,PD06-06,10437,1,0,
7,PD06-06,10462,1,0,
8,PD06-06,10488,0,1,
9,PD06-06,25388,1,0,
10,PD06-06,25422,0,1,
11,PD06-06,25437,1,0,
12,PD06-06,25495,1,0,
13,PD06-06,25523,1,0,
14,PD06-06,25542,1,0,
15,PD06-06,25565,1,0
16,PD06-06,25751,1,0
17,PD06-06,25769,1,0
18,PD06-06,29742,1,0
19,PD06-06,29776,0,1
20,PD06-06,29810,1,0
21,PD06-06,31419,1,0
22,PD06-06,31470,0,1
23,PD06-06,31488,1,0
24,PD06-06,31561,1,0
25,PD06-06,31583,1,0
26,PD06-06,33290,1,0
27,PD06-06,33324,1,1
28,PD06-06,33402,1,0
29,PD06-06,33420,1,0
30,PD06-06,33445,1,0
31,PD06-06,33464,1,0
