,name,frame,left_count,right_count,1011
0,PD5-02,14346,1,0,
1,PD5-02,14329,0,1,
2,PD5-02,14752,1,0,
3,PD5-02,15655,1,0,
4,PD5-02,16758,1,0,
5,PD5-02,20836,1,1,
6,PD5-02,20976,1,0,
7,PD5-02,21437,1,1,
8,PD5-02,21909,1,0,
9,PD5-02,31204,1,0,
10,PD5-02,31496,1,1,
11,PD5-02,32778,1,1,
12,PD5-02,33931,1,1,
